Outage_sec_perweek,Income,Contacts,Yearly_equip_failure,Bandwidth_GB_Year,DummyTechie,DummyOnlineSecurity,DummyPort_modem,DummyStreamingMovies,DummyStreamingTV,DummyChurn,InternetService_DSL,InternetService_Fiber Optic,InternetService_NoInternet
8.06137096,52887.26,2,0,892.8964931,0,1,1,0,0,0,1,0,0
12.54780492,12003.33,1,2,1125.581944,0,1,1,1,1,1,0,1,0
8.255565152,24090.62,0,0,2016.710031,0,0,1,1,0,0,0,1,0
13.156514,15137.93,0,0,1412.736809,0,1,1,1,1,1,0,1,0
10.58349704,54458.38,1,0,1710.689671,0,1,1,1,1,1,0,0,1
12.50184778,132116.33,1,0,2384.885909,0,1,1,1,0,1,0,1,0
9.750038902,37358.13,1,0,1213.940165,1,1,0,0,0,1,0,1,0
7.868660851,26534.16,2,2,740.010722,0,0,1,0,1,0,0,0,1
12.43563329,76430.83,0,1,897.9716153,0,0,0,0,0,0,0,0,1
8.957166926,4662.37,3,0,1026.387172,0,0,1,1,0,1,1,0,0
8.015021713,43820.85,1,0,1234.244324,0,0,1,1,1,1,0,0,1
4.210347704,38391.55,0,0,727.3731845,0,0,0,0,1,0,0,1,0
11.13960534,44137.6,0,0,452.8721504,1,0,0,0,1,1,0,1,0
9.03738856,14364.65,2,0,1296.674543,0,1,1,0,0,1,0,1,0
10.91594785,62359.91,1,1,1840.628269,0,0,0,0,1,0,1,0,0
8.387624096,82634.86,0,1,1324.330108,0,0,0,0,0,1,1,0,0
11.4487514,15690.25,0,1,958.1397059,0,1,0,1,0,0,0,0,1
10.22013704,14568.7,2,0,1868.864027,0,0,1,1,1,1,0,0,1
8.425458142,29207.46,1,0,676.712908,0,0,0,0,0,0,0,1,0
8.386280619,55319.23,1,0,1086.990308,0,1,0,1,0,0,1,0,0
9.565924291,81831.49,3,0,704.7540406,0,0,1,0,1,0,0,1,0
10.79349982,100076.65,3,0,1416.444695,0,1,1,1,0,1,1,0,0
6.081975067,69965.65,0,0,1095.950634,0,0,0,0,0,0,0,0,1
13.55065547,34883.69,0,0,1083.610268,1,0,0,1,0,0,0,0,1
9.470419821,45634.2,1,0,1570.641337,0,0,1,0,1,0,1,0,0
6.194985909,10964.73,0,1,1007.425553,0,0,1,1,1,1,0,1,0
10.80393657,22365.28,1,0,1323.028419,0,0,0,1,1,1,0,1,0
7.903964267,52636.6,0,1,1808.730555,0,1,1,0,1,0,1,0,0
11.27443693,19048.13,2,1,1120.241472,1,0,1,1,1,1,1,0,0
6.129509309,42784.82,0,0,2676.789803,0,1,1,1,1,1,0,0,1
7.969277912,77996.88,0,0,1268.086909,1,0,1,1,1,1,1,0,0
4.368120492,47507.3,0,0,822.6771666,0,0,1,0,0,0,0,1,0
6.258356398,7724.73,0,1,1577.915603,0,0,1,1,1,1,0,1,0
12.92303286,1509.52,0,0,648.7471776,0,0,0,1,0,1,0,1,0
12.43301273,81124.71,0,0,1648.102673,0,1,1,1,1,1,1,0,0
7.607663559,11795.57,0,0,768.0874545,0,0,0,1,1,1,0,0,1
7.442789019,74794.84,2,1,2426.030626,0,0,0,1,0,0,1,0,0
13.04429298,19038.78,1,0,2660.503932,0,0,0,1,1,1,0,1,0
14.89762162,79167.77,0,0,1129.549713,0,1,0,0,0,0,0,1,0
13.79387475,37428.26,2,1,1771.286466,0,0,1,1,1,1,1,0,0
15.66367593,45148.38,1,0,943.3391244,1,0,1,0,0,0,0,1,0
8.513410306,74855.47,3,0,1907.226083,0,0,1,1,0,0,0,1,0
8.265002035,45323.86,1,0,1885.939118,0,1,0,0,0,0,1,0,0
8.6026551,71596.14,0,0,631.7435653,0,1,1,0,0,0,0,1,0
6.03993035,10389.95,1,0,562.6095219,0,1,0,0,1,0,0,1,0
14.6040829,19657.14,3,0,593.8572264,1,0,0,0,0,0,0,0,1
7.274007029,27827.03,1,1,777.3060718,0,0,1,1,1,1,0,0,1
8.913898759,15609.05,4,0,1393.202392,0,0,1,1,1,1,1,0,0
11.59313893,19815.63,0,2,393.6524652,0,0,1,0,0,0,0,1,0
8.294186076,58482.9,0,0,409.7486664,0,0,0,1,0,1,0,1,0
15.19664016,41656.53,1,0,2138.107161,0,0,1,1,1,1,1,0,0
5.083995994,115510.46,1,0,443.984031,0,1,1,1,0,0,0,1,0
6.942719201,15841.19,1,1,2481.385603,0,0,1,0,0,1,1,0,0
9.834012571,81127.41,1,0,2233.567181,0,0,0,1,0,0,1,0,0
11.0596826,24270.88,0,0,1158.91369,0,1,0,1,1,1,0,1,0
8.834079073,54466.33,0,1,529.40733,0,0,0,0,0,0,0,1,0
5.271228601,64816.84,1,1,1956.7337,0,1,0,0,1,1,0,1,0
9.394961367,103311.26,1,0,2056.386979,0,1,0,0,0,0,0,1,0
14.4754365,40211.04,1,1,1067.373076,0,0,0,0,1,0,0,1,0
10.68311773,58077.38,1,1,1806.135733,0,0,0,1,1,1,0,0,1
13.79409442,43466.35,1,0,1397.701335,0,0,0,0,1,0,0,1,0
12.40165307,23289.77,1,0,808.4305471,0,0,0,1,1,1,0,0,1
10.24782033,49158.49,1,0,1886.531937,0,0,0,1,0,0,0,1,0
14.86100819,3805.84,0,2,2294.781131,0,0,1,0,1,1,0,1,0
6.716953195,52616.27,2,1,826.3438621,0,0,0,0,1,1,0,1,0
8.124258176,30550.42,1,0,2072.564168,0,1,0,1,1,1,1,0,0
14.60903837,12154.01,0,2,1436.793746,0,0,0,0,1,1,0,0,1
12.65015936,30649.31,2,2,1963.332683,0,0,1,1,0,1,1,0,0
12.0281501,31417.33,0,0,1324.164906,0,0,0,0,1,1,0,1,0
15.68043093,55861.19,1,0,704.9375603,0,0,0,0,1,0,0,1,0
11.30421466,9044.26,3,1,888.6517305,0,0,1,1,0,1,0,1,0
10.26646787,25381.66,1,0,377.0810282,0,0,1,1,0,1,0,1,0
7.56618217,65064.31,0,0,1606.489936,0,0,0,0,0,0,0,1,0
10.40677369,12527.51,2,0,1431.409396,1,1,0,0,1,1,0,1,0
7.146124361,35499.06,3,0,2253.85247,1,1,0,0,1,0,0,1,0
9.807530479,26282.4,1,0,1353.29384,1,0,1,0,0,0,1,0,0
10.61217014,51237.28,3,0,1701.457566,0,0,0,1,1,0,0,1,0
5.785085772,64222.21,1,1,1290.737183,0,0,1,1,0,1,1,0,0
9.062879297,11014.98,2,0,1403.270091,1,0,0,1,1,1,0,0,1
16.54443477,21172.49,1,0,2603.903672,1,0,0,0,0,0,1,0,0
4.539566699,26130.78,2,0,1256.287854,0,0,1,1,1,1,0,0,1
7.251198724,36478.21,2,0,980.9935923,1,0,0,0,0,0,0,0,1
8.943293567,54533.63,2,1,1347.869205,0,0,1,1,1,0,0,0,1
12.57884215,37103.18,3,1,1127.267848,0,0,1,0,1,0,0,0,1
11.64836306,74679.84,0,1,1269.836202,1,0,1,0,0,0,1,0,0
6.076260652,95028.57,0,0,1038.745378,0,0,1,1,1,1,0,0,1
11.75681641,34281.1,0,0,1531.155367,0,0,0,0,0,0,1,0,0
9.173739977,36240.81,0,1,991.2441024,0,1,1,0,0,0,1,0,0
8.353693631,9515.64,4,0,1244.296865,0,0,0,1,1,1,0,0,1
10.74539526,125814.88,0,1,1162.332926,0,0,1,1,0,1,1,0,0
11.36323648,12995.68,1,1,577.1157824,0,0,1,1,0,0,0,1,0
2.310584634,77531.43,1,0,1442.974877,0,0,1,0,1,1,1,0,0
5.290318715,87354.99,0,0,1577.208717,0,0,1,1,1,1,0,1,0
5.258274954,76567.85,1,0,886.9398744,0,0,1,0,0,0,0,1,0
7.157580014,30663.52,0,0,1065.06443,0,0,0,0,0,0,0,1,0
2.120350511,122957.19,0,0,951.886985,0,0,1,1,0,0,0,1,0
4.978546291,31600.92,2,0,1404.435534,0,0,0,0,1,0,1,0,0
6.547676875,74638.78,3,1,1925.911722,0,1,0,1,1,1,0,1,0
7.410590719,32652.3,0,1,1805.011298,1,0,0,0,1,1,1,0,0
11.39765385,63650.54,1,1,700.7343179,0,0,1,0,0,0,0,1,0
11.29945603,28622.6,1,0,513.237305,0,0,0,0,1,1,0,1,0
11.30748265,50252.79,0,2,717.3876564,0,0,0,1,0,0,0,1,0
10.31551212,19800.81,2,1,1313.492851,0,0,0,1,0,0,1,0,0
13.71555406,35954.77,1,0,819.4195269,0,0,0,1,0,1,0,0,1
15.40917963,36342.31,2,0,882.1160656,0,0,0,0,1,1,0,1,0
11.9664542,48715.53,1,0,724.7803356,0,0,1,1,1,1,0,0,1
10.18046877,23204.98,2,0,1829.270014,0,0,0,0,0,0,1,0,0
14.01485542,35302.52,1,1,1668.199119,0,0,0,1,1,1,0,1,0
14.62784306,54895.16,2,0,1124.353152,0,1,1,1,0,1,0,0,1
10.90517581,60398.06,2,0,1316.239744,0,1,0,1,0,1,1,0,0
8.894475174,8115.88,0,1,1637.201426,0,0,0,1,1,0,0,1,0
10.50187888,33858.66,0,0,951.8524406,1,1,0,0,1,0,0,1,0
12.34250072,29950.47,2,1,1248.097652,0,1,1,1,0,1,1,0,0
10.29380879,49421.69,3,0,2220.255405,0,1,1,1,0,0,0,1,0
8.512650562,11061.05,2,1,1669.202417,0,0,1,1,1,0,0,1,0
7.82671592,15388.32,1,2,990.0555076,1,0,1,1,1,1,0,0,1
6.985590245,20624.31,2,1,967.9819136,1,1,0,0,1,0,0,1,0
11.40449185,47877.81,0,0,2190.259876,0,0,0,1,1,1,0,1,0
10.44249511,46154.17,1,0,1445.752781,0,1,1,0,0,0,0,0,1
15.38627887,107111.8,2,0,528.6553088,0,1,0,1,0,1,0,1,0
10.68024546,10403.59,2,1,1296.481055,0,0,1,0,1,1,0,1,0
10.62439366,22412.6,0,0,1195.393037,0,0,1,0,1,0,1,0,0
10.91642397,19476.27,1,0,1700.121992,1,0,0,1,1,1,0,0,1
8.580626195,96382.76,0,0,2120.673828,0,1,1,1,1,1,0,0,1
8.996933306,28022.56,0,1,1238.421347,0,0,1,1,0,0,0,1,0
7.602570192,35478.4,2,0,847.110799,0,0,1,0,1,0,0,1,0
9.217689334,10155.51,1,1,1112.937102,0,1,1,1,0,1,0,1,0
9.591529444,87537.25,0,1,1623.045026,0,0,1,0,0,0,1,0,0
13.36027908,34112.1,0,0,1479.730181,0,0,1,1,1,1,0,0,1
4.372034777,32653.51,1,0,2144.735024,0,1,1,0,1,1,1,0,0
10.59285179,35321.46,0,3,1522.289512,0,0,1,1,0,1,0,1,0
12.81260566,49277.48,1,0,1974.780054,0,1,0,0,1,0,0,1,0
3.767298987,37297.82,0,0,1261.177198,0,0,0,0,1,1,0,1,0
17.56798903,14928.96,2,0,939.7181324,0,0,1,0,0,0,0,1,0
11.2369761,24702.68,3,2,1357.062854,1,0,0,0,1,1,0,1,0
8.54892416,87535.71,0,1,1456.887443,0,1,1,0,1,0,1,0,0
6.094109902,63166.87,2,0,937.5863866,0,0,0,1,1,1,0,1,0
13.9077275,11856.81,1,0,830.1193011,0,0,0,1,0,0,0,0,1
7.905333122,27326.79,1,0,737.8564608,0,1,1,0,1,0,0,1,0
12.53830949,12779.23,2,1,1781.854862,0,0,1,1,1,1,0,1,0
12.8219418,25519.91,1,1,2464.577489,0,0,0,1,1,1,0,1,0
8.941553742,46871.21,0,0,2392.203409,0,0,1,0,0,0,1,0,0
10.51043963,77383.72,0,0,1664.19271,0,0,1,1,1,1,0,1,0
11.86384439,47395.3,3,0,1433.616898,0,1,1,1,0,1,1,0,0
10.76051016,90977.74,3,0,823.4933243,0,0,1,0,0,0,1,0,0
11.05420024,135727.71,0,0,1468.357421,0,1,0,0,0,0,1,0,0
8.174495258,47726.25,5,0,590.7765801,0,1,0,1,0,1,0,0,1
10.05388383,51721.64,2,0,418.6206885,0,0,1,0,0,0,0,0,1
7.045552801,41531.03,2,0,1181.991846,0,1,1,1,0,0,1,0,0
8.957297136,33504.8,1,0,733.4036934,0,0,0,0,1,0,1,0,0
15.74015572,34197.3,2,1,1719.173387,0,0,1,1,1,1,0,1,0
13.41209586,11518.58,3,0,1205.956363,1,1,0,1,0,1,1,0,0
14.89835355,31065.17,2,1,1261.032763,0,1,0,0,1,0,0,1,0
13.62135046,32097.17,1,1,741.7766988,0,0,1,1,0,1,0,1,0
14.95912113,23424.88,2,1,932.6084359,0,1,1,1,1,1,0,1,0
11.741245,35988.24,0,0,1708.614019,0,1,0,1,0,0,0,0,1
7.765121655,35539.7,0,1,1363.58603,0,0,1,1,0,0,1,0,0
7.130431693,27959.34,1,0,472.1057019,0,0,0,0,1,0,0,1,0
8.359515606,52232.97,1,0,558.2340556,0,0,0,0,0,0,0,0,1
9.42799205,18198.59,3,0,815.194738,0,0,1,1,1,1,0,1,0
10.95510131,16851.94,0,1,2007.303617,0,0,1,1,0,1,0,0,1
10.8621377,16440.05,1,0,2088.48083,0,0,1,1,1,1,1,0,0
7.352533505,44223.58,2,0,1430.761492,0,0,1,0,1,0,0,0,1
11.38860234,33343.73,1,0,822.3008694,0,1,0,0,1,0,0,0,1
9.580144161,30664.56,4,0,2059.200998,0,0,0,1,1,1,0,1,0
10.79191234,31934.04,1,0,617.542543,0,1,0,0,1,0,0,1,0
9.982341124,26676.4,0,0,758.4775985,0,0,1,0,1,0,0,1,0
6.511921085,67211.95,0,1,894.6733856,0,1,1,1,0,1,0,0,1
10.70500472,31136.77,1,0,1639.898269,0,1,1,0,1,0,1,0,0
11.58410296,40660.84,0,1,710.7541633,0,0,0,0,1,0,0,1,0
8.01651453,10606.59,1,1,1092.226042,1,1,1,0,1,0,0,1,0
15.12148226,92447.71,0,0,757.0097075,0,1,0,0,0,0,1,0,0
12.63643487,13612.16,0,0,2301.850721,0,1,0,1,1,0,0,0,1
16.68178185,13765.39,2,0,2401.406545,0,0,1,1,1,1,1,0,0
11.08409914,53019.98,2,1,1535.788894,0,0,1,0,1,0,0,0,1
12.99948061,42523.02,1,1,1536.589816,0,0,1,0,0,0,1,0,0
11.17949466,52143.7,1,1,2153.778421,0,0,1,1,1,0,0,1,0
7.369412654,19097.94,0,1,2409.195918,0,0,1,0,0,0,1,0,0
9.84688181,11301.4,0,0,1342.862457,1,1,1,0,1,0,1,0,0
18.19542503,17814.0,0,0,1046.054674,0,0,0,1,0,1,1,0,0
13.53989069,22533.05,1,1,1204.479468,0,1,0,1,1,1,0,1,0
5.458806701,19974.4,2,0,1616.908193,0,1,1,1,1,1,0,1,0
12.0772854,45146.99,1,1,345.0099528,0,0,1,0,0,0,0,1,0
6.918984305,10330.1,1,0,1427.088655,0,0,1,1,0,1,1,0,0
14.84155042,15281.28,3,0,1452.334634,0,1,0,0,0,0,1,0,0
12.66717474,11217.96,2,0,795.4957358,0,0,0,1,0,1,0,1,0
11.43786808,17516.0,0,1,1333.894229,0,0,0,0,0,0,1,0,0
6.915228797,20566.64,1,0,1402.20491,0,0,1,1,1,1,1,0,0
11.30215199,36128.68,1,1,1447.196935,0,1,1,0,0,1,0,1,0
9.513085538,52129.84,1,0,1662.510936,1,0,1,1,1,1,1,0,0
9.497106973,25985.06,1,0,1707.641161,0,1,0,1,0,0,0,1,0
12.21852573,10909.79,2,0,2181.752793,0,0,1,1,1,1,1,0,0
8.272244827,41151.14,3,0,1575.683555,0,0,0,0,0,0,0,1,0
10.24857935,64063.23,3,0,1029.489242,0,0,1,1,0,0,0,0,1
6.743431946,20414.07,1,1,2370.184448,1,0,0,0,1,0,0,0,1
12.4703522,41412.1,1,0,3309.919373,0,0,0,1,1,1,1,0,0
7.913676085,99195.08,1,0,1623.273925,0,0,0,1,0,1,1,0,0
9.362849722,18408.94,2,0,1146.199921,1,0,1,0,0,0,0,1,0
17.41324465,15930.45,0,1,2229.268031,1,0,1,0,1,1,1,0,0
13.43700846,25611.29,0,0,2512.36494,0,0,0,1,1,0,1,0,0
11.95206054,9428.86,0,1,1297.388488,0,0,0,1,0,0,0,1,0
4.550449856,3810.16,2,1,283.39178,0,1,1,0,0,0,0,0,1
6.09060584,118022.06,2,0,1947.7853,1,1,0,0,1,1,1,0,0
10.2863601,51992.79,1,1,849.1972541,0,0,0,1,1,1,0,1,0
11.17709222,79993.43,0,2,2131.359827,0,0,1,0,0,0,0,0,1
14.12145884,37706.85,0,0,1464.035068,1,0,1,1,1,0,1,0,0
7.799780591,22466.53,1,0,1381.538548,0,1,0,0,0,0,0,0,1
7.122072827,16608.27,0,0,1248.626874,0,0,0,0,0,0,0,0,1
9.329902365,25146.14,0,0,558.3751762,1,0,0,1,0,0,0,1,0
7.509389052,58882.35,0,0,676.2178659,0,1,0,0,1,0,0,1,0
15.06990851,31809.46,2,0,1641.938696,0,1,0,0,0,0,0,0,1
9.321265424,27235.54,0,0,1811.964373,0,0,0,1,1,1,0,0,1
3.564651961,70476.82,2,0,1066.632555,0,0,0,0,0,1,1,0,0
7.779622319,49396.09,3,0,1514.131966,0,1,0,1,1,1,0,0,1
10.74985413,35060.94,0,1,1189.549671,0,1,0,1,1,1,1,0,0
7.738373361,66055.53,2,0,1114.020282,0,0,1,0,0,0,0,1,0
12.01267388,91335.76,1,0,1078.291303,0,1,0,0,0,0,1,0,0
14.04748759,54349.75,0,1,854.2977548,1,0,0,0,0,0,0,0,1
3.11231175,75042.1,1,1,1489.077486,0,0,1,1,1,1,1,0,0
8.284591121,91001.1,1,0,1649.312808,0,0,1,1,1,1,0,1,0
6.269792565,44426.28,0,0,905.1959227,0,0,1,1,0,1,0,1,0
9.803905459,63284.16,1,1,684.6318529,0,0,0,0,0,0,0,0,1
8.571019738,14039.21,1,0,1662.533055,0,0,0,0,1,0,1,0,0
10.00344746,12453.24,0,1,2436.57146,0,1,1,1,1,1,1,0,0
4.255224068,15934.12,0,1,2677.74041,0,0,0,1,1,1,0,1,0
11.2714618,48314.4,1,0,1779.309609,0,0,1,1,1,1,0,1,0
8.477982632,5511.77,0,0,1494.716409,0,1,1,1,1,1,0,0,1
9.753145376,10701.11,0,1,1740.72604,0,0,0,1,1,1,1,0,0
14.57387887,10767.15,0,0,704.7552669,0,1,1,1,0,1,0,0,1
13.13441554,13493.63,1,1,558.4710883,0,1,1,1,0,0,0,1,0
11.62771397,25071.58,0,0,1282.279049,0,0,0,1,1,1,0,0,1
6.114030983,368.5,0,1,287.8189836,0,1,1,0,0,1,0,1,0
12.76603868,27976.63,2,1,1129.529441,0,0,0,0,0,0,0,0,1
6.348897952,56154.5,3,0,394.0148722,0,0,1,0,0,0,0,1,0
16.10939031,62145.59,2,1,1302.230824,0,1,1,1,1,0,0,1,0
7.151598137,6517.94,0,0,970.4682919,0,0,1,0,1,0,0,1,0
4.575363954,19090.03,0,0,2522.88913,0,1,1,1,1,0,0,1,0
13.42263904,13194.33,0,0,682.9871863,0,0,1,0,0,1,0,1,0
3.559550725,63963.36,1,0,1537.109931,1,0,0,1,1,1,1,0,0
5.971214226,34447.89,3,0,1961.923965,0,0,1,0,1,1,0,1,0
7.287197615,36315.29,3,0,676.1747964,0,0,0,0,1,0,1,0,0
11.30031859,5009.07,3,0,929.2607767,0,1,0,1,1,1,0,1,0
10.26519974,14202.72,0,0,1849.484087,1,0,0,1,1,1,1,0,0
16.28075484,54779.76,0,0,1998.680227,1,1,0,1,1,1,0,0,1
10.96553586,36453.31,1,0,1898.877878,0,0,0,1,0,0,0,0,1
10.93514898,11250.71,1,1,992.3501481,0,0,0,1,0,1,1,0,0
2.98020454,65951.35,0,0,994.6354785,1,0,0,0,0,0,0,1,0
17.05256354,15292.25,0,1,954.0290712,0,1,0,1,1,1,0,1,0
12.29165611,41879.1,0,1,1775.838153,0,0,1,0,1,0,1,0,0
10.32744663,17080.57,0,1,1297.050577,0,1,0,1,0,1,1,0,0
9.22949351,68122.23,0,0,1746.405243,0,1,0,0,0,0,0,1,0
10.02758972,39468.79,1,1,1698.465833,0,1,0,1,0,0,1,0,0
7.259022839,123763.12,1,0,665.4740915,0,0,1,0,0,1,0,0,1
10.97274944,84301.44,0,1,1886.153328,0,0,0,1,0,1,1,0,0
11.87042081,42469.81,1,0,958.6989908,0,1,0,0,0,0,0,1,0
9.531063533,75458.79,1,0,1446.203986,0,1,1,0,0,0,0,1,0
8.798065013,60345.9,1,0,774.6125757,0,0,1,1,0,0,0,0,1
15.27146446,76066.77,2,1,1939.811149,0,0,0,0,1,0,0,0,1
7.014445177,42755.27,0,1,1165.564309,1,0,0,1,1,1,0,1,0
10.62019312,76874.25,0,0,750.8768234,0,0,1,1,0,0,0,1,0
10.04585562,41075.64,1,1,1292.3206,1,0,0,1,0,0,0,0,1
10.88047174,63095.62,1,2,2335.130986,1,1,0,1,1,1,1,0,0
9.975481565,82131.87,1,0,769.8534863,0,0,1,1,0,1,0,1,0
7.248946018,28502.33,1,2,1729.837284,0,0,0,1,0,0,0,1,0
9.53003591,9450.84,1,1,649.3891796,0,0,0,0,1,1,0,0,1
6.592317798,44977.06,3,0,823.0046464,0,0,1,0,1,0,0,0,1
8.124261532,13583.35,3,0,1107.882056,0,0,1,1,0,0,1,0,0
11.44655577,42093.64,1,0,683.8622599,0,0,1,1,0,0,0,0,1
10.1755818,55398.87,2,0,1301.49424,0,1,0,0,1,0,1,0,0
13.7362126,22362.59,0,2,1079.012505,0,0,1,0,0,0,0,0,1
13.93422217,40271.47,1,0,1283.463995,1,1,1,1,0,1,0,0,1
3.405050602,56178.63,2,0,987.653655,0,0,1,0,0,0,0,1,0
10.69284712,21053.35,2,1,1088.263081,0,1,0,1,0,0,0,1,0
10.11985468,75866.75,0,0,583.0259559,0,0,1,0,0,0,0,0,1
5.863179258,74061.48,0,0,1778.733282,0,0,1,1,0,0,1,0,0
13.357551,35102.93,0,0,900.4043765,0,0,0,1,0,1,0,1,0
14.04061351,26391.1,1,0,1693.576099,0,0,0,1,1,1,0,1,0
4.586902043,29982.49,0,0,1143.826239,1,1,1,1,1,1,0,1,0
11.03563726,51154.34,1,0,886.340074,0,1,1,1,1,0,0,0,1
11.32768159,37583.97,1,1,373.2772664,0,1,0,0,0,0,0,1,0
5.307097721,28654.87,1,0,1245.328696,0,1,0,0,0,0,0,1,0
8.993783986,119968.61,3,0,1564.936841,0,1,1,0,1,1,0,1,0
11.05733159,11591.09,1,0,1354.401018,0,1,0,0,1,0,1,0,0
8.702618087,70174.11,0,0,1971.429689,0,1,0,1,1,1,1,0,0
7.045651851,8495.04,1,2,623.7865683,1,0,1,0,0,0,0,0,1
12.61411193,17191.02,2,0,3040.553763,1,0,0,1,1,1,1,0,0
9.703658153,24732.09,1,1,864.7036995,0,1,1,0,0,1,1,0,0
8.220453321,27282.21,0,1,2042.113893,0,0,1,1,0,0,0,0,1
8.816497541,40902.49,0,1,1973.661316,0,1,1,1,1,1,0,0,1
11.11756812,87568.16,0,0,1755.645123,0,0,1,1,1,1,1,0,0
13.07119875,69327.78,2,1,1758.735654,0,0,0,1,1,1,0,1,0
12.10865222,5194.22,2,0,557.0118807,1,1,1,0,1,1,0,0,1
9.681031902,12951.51,1,0,2205.334092,0,1,0,1,1,0,1,0,0
10.49495185,11179.42,0,0,1451.201108,0,1,0,0,0,0,1,0,0
7.535866122,47288.09,0,0,609.0598401,1,0,0,0,0,0,0,1,0
8.713443753,114398.35,2,0,1221.100604,0,0,0,0,0,1,1,0,0
7.191637555,105646.73,1,0,745.0493094,1,0,1,1,1,1,0,1,0
12.2870805,42386.84,0,0,1220.452161,0,0,1,0,0,0,1,0,0
10.66015784,38864.57,1,0,1771.472597,0,1,0,1,0,1,0,1,0
7.044096971,25215.22,2,0,1201.484293,0,1,1,1,1,1,0,1,0
12.14893118,9302.3,1,0,764.3017535,0,1,0,0,0,0,0,0,1
12.71107869,45225.74,2,0,1022.415622,1,0,1,1,0,0,0,1,0
9.759360165,29976.15,0,0,1284.442486,0,0,1,1,0,1,1,0,0
2.816821044,13155.79,0,1,289.9240291,0,0,0,0,0,0,0,0,1
9.617602049,14980.5,4,0,1718.600163,0,0,1,1,1,1,1,0,0
13.06640293,24017.57,2,1,2494.633068,0,1,1,1,1,0,1,0,0
8.669204519,26204.77,1,0,2270.749222,0,0,1,1,1,1,1,0,0
13.97477268,27978.78,3,0,567.6177123,0,1,1,0,1,1,0,0,1
11.19861363,46622.3,0,0,380.0501404,0,0,1,0,0,1,0,1,0
10.18921185,34419.26,1,0,1436.408211,0,0,1,1,1,1,1,0,0
9.518819692,8507.97,3,0,1852.503069,0,1,1,1,0,0,1,0,0
